dataset,scene,sh_degree,lambda_dssim,percent_dense,scale_pos_scale_lr,scale_feat_opacity_lr,psnr,ssim,lpips,npt,size
nerf_synthetic,hotdog,3,0.8,0.0025,2.000000,3.000000,37.37,0.000,0.000,285790,67.6
nerf_synthetic,hotdog,3,0.8,0.0025,2.000000,0.500000,37.30,0.000,0.000,619934,146.6
nerf_synthetic,hotdog,3,0.8,0.0025,2.000000,0.300000,36.71,0.000,0.000,789303,186.7
nerf_synthetic,hotdog,3,0.8,0.0025,3.000000,1.000000,37.56,0.000,0.000,544356,128.7
nerf_synthetic,hotdog,3,0.8,0.0025,3.000000,2.000000,37.45,0.000,0.000,418170,98.9
nerf_synthetic,hotdog,3,0.8,0.0025,3.000000,3.000000,37.28,0.000,0.000,320230,75.7
nerf_synthetic,hotdog,3,0.8,0.0025,3.000000,0.500000,37.28,0.000,0.000,683388,161.6
nerf_synthetic,hotdog,3,0.8,0.0025,3.000000,0.300000,36.55,0.000,0.000,852110,201.5
nerf_synthetic,hotdog,3,0.8,0.0025,4.000000,1.000000,37.43,0.000,0.000,530229,125.4
nerf_synthetic,hotdog,3,0.8,0.0025,4.000000,2.000000,37.25,0.000,0.000,397528,94.0
nerf_synthetic,hotdog,3,0.8,0.0025,4.000000,3.000000,37.10,0.000,0.000,316503,74.9
nerf_synthetic,hotdog,3,0.8,0.0025,4.000000,0.500000,37.12,0.000,0.000,669537,158.4
nerf_synthetic,hotdog,3,0.8,0.0025,4.000000,0.300000,36.82,0.000,0.000,819455,193.8
nerf_synthetic,hotdog,3,0.8,0.0025,0.500000,1.000000,37.61,0.000,0.000,189418,44.8
nerf_synthetic,hotdog,3,0.8,0.0025,0.500000,2.000000,37.55,0.000,0.000,182079,43.1
nerf_synthetic,hotdog,3,0.8,0.0025,0.500000,3.000000,37.31,0.000,0.000,136268,32.2
nerf_synthetic,hotdog,3,0.8,0.0025,0.500000,0.500000,37.41,0.000,0.000,236750,56.0
nerf_synthetic,hotdog,3,0.8,0.0025,0.500000,0.300000,37.10,0.000,0.000,297252,70.3
nerf_synthetic,hotdog,3,0.8,0.0025,0.300000,1.000000,37.57,0.000,0.000,162126,38.3
nerf_synthetic,hotdog,3,0.8,0.0025,0.300000,2.000000,37.47,0.000,0.000,162454,38.4
nerf_synthetic,hotdog,3,0.8,0.0025,0.300000,3.000000,37.26,0.000,0.000,123782,29.3
nerf_synthetic,hotdog,3,0.8,0.0025,0.300000,0.500000,37.35,0.000,0.000,182490,43.2
nerf_synthetic,hotdog,3,0.8,0.0025,0.300000,0.300000,37.06,0.000,0.000,219667,52.0
nerf_synthetic,hotdog,3,0.5,0.01,1.000000,1.000000,37.74,0.000,0.000,195915,46.3
nerf_synthetic,hotdog,3,0.5,0.01,1.000000,2.000000,37.74,0.000,0.000,146501,34.7
nerf_synthetic,hotdog,3,0.5,0.01,1.000000,3.000000,37.54,0.000,0.000,98516,23.3
nerf_synthetic,hotdog,3,0.5,0.01,1.000000,0.500000,37.54,0.000,0.000,263122,62.2
nerf_synthetic,hotdog,3,0.5,0.01,1.000000,0.300000,37.28,0.000,0.000,310321,73.4
nerf_synthetic,hotdog,3,0.5,0.01,2.000000,1.000000,37.51,0.000,0.000,317570,75.1
nerf_synthetic,hotdog,3,0.5,0.01,2.000000,2.000000,37.55,0.000,0.000,222671,52.7
nerf_synthetic,hotdog,3,0.5,0.01,2.000000,3.000000,37.52,0.000,0.000,141426,33.5
nerf_synthetic,hotdog,3,0.5,0.01,2.000000,0.500000,37.31,0.000,0.000,419469,99.2
nerf_synthetic,hotdog,3,0.5,0.01,2.000000,0.300000,37.09,0.000,0.000,505621,119.6
nerf_synthetic,hotdog,3,0.5,0.01,3.000000,1.000000,37.47,0.000,0.000,379914,89.9
nerf_synthetic,hotdog,3,0.5,0.01,3.000000,2.000000,37.40,0.000,0.000,264259,62.5
nerf_synthetic,hotdog,3,0.5,0.01,3.000000,3.000000,37.36,0.000,0.000,164674,38.9
nerf_synthetic,hotdog,3,0.5,0.01,3.000000,0.500000,37.16,0.000,0.000,489606,115.8
nerf_synthetic,hotdog,3,0.5,0.01,3.000000,0.300000,36.93,0.000,0.000,574235,135.8
nerf_synthetic,hotdog,3,0.5,0.01,4.000000,1.000000,37.32,0.000,0.000,392855,92.9
nerf_synthetic,hotdog,3,0.5,0.01,4.000000,2.000000,37.53,0.000,0.000,269146,63.7
nerf_synthetic,hotdog,3,0.5,0.01,4.000000,3.000000,37.27,0.000,0.000,167660,39.7
nerf_synthetic,hotdog,3,0.5,0.01,4.000000,0.500000,36.99,0.000,0.000,496448,117.4
nerf_synthetic,hotdog,3,0.5,0.01,4.000000,0.300000,36.82,0.000,0.000,582163,137.7
nerf_synthetic,hotdog,3,0.5,0.01,0.500000,1.000000,37.80,0.000,0.000,132455,31.3
nerf_synthetic,hotdog,3,0.5,0.01,0.500000,2.000000,37.68,0.000,0.000,108877,25.8
nerf_synthetic,hotdog,3,0.5,0.01,0.500000,3.000000,37.41,0.000,0.000,79318,18.8
nerf_synthetic,hotdog,3,0.5,0.01,0.500000,0.500000,37.67,0.000,0.000,160751,38.0
nerf_synthetic,hotdog,3,0.5,0.01,0.500000,0.300000,37.37,0.000,0.000,178233,42.2
nerf_synthetic,hotdog,3,0.5,0.01,0.300000,1.000000,37.74,0.000,0.000,111557,26.4
nerf_synthetic,hotdog,3,0.5,0.01,0.300000,2.000000,37.37,0.000,0.000,101222,23.9
nerf_synthetic,hotdog,3,0.5,0.01,0.300000,3.000000,37.08,0.000,0.000,73318,17.3
nerf_synthetic,hotdog,3,0.5,0.01,0.300000,0.500000,37.59,0.000,0.000,113513,26.8
nerf_synthetic,hotdog,3,0.5,0.01,0.300000,0.300000,37.27,0.000,0.000,119358,28.2
nerf_synthetic,hotdog,3,0.5,0.015,1.000000,1.000000,37.74,0.000,0.000,197860,46.8
nerf_synthetic,hotdog,3,0.5,0.015,1.000000,2.000000,37.73,0.000,0.000,149246,35.3
nerf_synthetic,hotdog,3,0.5,0.015,1.000000,3.000000,37.55,0.000,0.000,99308,23.5
nerf_synthetic,hotdog,3,0.5,0.015,1.000000,0.500000,37.59,0.000,0.000,261349,61.8
nerf_synthetic,hotdog,3,0.5,0.015,1.000000,0.300000,37.25,0.000,0.000,302621,71.6
nerf_synthetic,hotdog,3,0.5,0.015,2.000000,1.000000,37.53,0.000,0.000,306937,72.6
nerf_synthetic,hotdog,3,0.5,0.015,2.000000,2.000000,37.61,0.000,0.000,217028,51.3
nerf_synthetic,hotdog,3,0.5,0.015,2.000000,3.000000,37.48,0.000,0.000,132997,31.5
nerf_synthetic,hotdog,3,0.5,0.015,2.000000,0.500000,37.29,0.000,0.000,398614,94.3
nerf_synthetic,hotdog,3,0.5,0.015,2.000000,0.300000,37.07,0.000,0.000,473428,112.0
nerf_synthetic,hotdog,3,0.5,0.015,3.000000,1.000000,37.50,0.000,0.000,359468,85.0
nerf_synthetic,hotdog,3,0.5,0.015,3.000000,2.000000,37.47,0.000,0.000,247306,58.5
nerf_synthetic,hotdog,3,0.5,0.015,3.000000,3.000000,37.29,0.000,0.000,144173,34.1
nerf_synthetic,hotdog,3,0.5,0.015,3.000000,0.500000,37.13,0.000,0.000,454184,107.4
nerf_synthetic,hotdog,3,0.5,0.015,3.000000,0.300000,36.92,0.000,0.000,533617,126.2
nerf_synthetic,hotdog,3,0.5,0.015,4.000000,1.000000,37.22,0.000,0.000,367568,86.9
nerf_synthetic,hotdog,3,0.5,0.015,4.000000,2.000000,37.21,0.000,0.000,243878,57.7
nerf_synthetic,hotdog,3,0.5,0.015,4.000000,3.000000,37.15,0.000,0.000,138950,32.9
nerf_synthetic,hotdog,3,0.5,0.015,4.000000,0.500000,37.00,0.000,0.000,461996,109.3
nerf_synthetic,hotdog,3,0.5,0.015,4.000000,0.300000,36.79,0.000,0.000,541627,128.1
nerf_synthetic,hotdog,3,0.5,0.015,0.500000,1.000000,37.78,0.000,0.000,133515,31.6
nerf_synthetic,hotdog,3,0.5,0.015,0.500000,2.000000,37.63,0.000,0.000,113195,26.8
nerf_synthetic,hotdog,3,0.5,0.015,0.500000,3.000000,37.37,0.000,0.000,82122,19.4
nerf_synthetic,hotdog,3,0.5,0.015,0.500000,0.500000,37.64,0.000,0.000,154903,36.6
nerf_synthetic,hotdog,3,0.5,0.015,0.500000,0.300000,37.35,0.000,0.000,168282,39.8
nerf_synthetic,hotdog,3,0.5,0.015,0.300000,1.000000,37.62,0.000,0.000,109739,26.0
nerf_synthetic,hotdog,3,0.5,0.015,0.300000,2.000000,37.36,0.000,0.000,94808,22.4
nerf_synthetic,hotdog,3,0.5,0.015,0.300000,3.000000,36.99,0.000,0.000,70953,16.8
nerf_synthetic,hotdog,3,0.5,0.015,0.300000,0.500000,37.50,0.000,0.000,109165,25.8
nerf_synthetic,hotdog,3,0.5,0.015,0.300000,0.300000,37.08,0.000,0.000,112139,26.5
nerf_synthetic,hotdog,3,0.5,0.02,1.000000,1.000000,37.78,0.000,0.000,198764,47.0
nerf_synthetic,hotdog,3,0.5,0.02,1.000000,2.000000,37.74,0.000,0.000,147851,35.0
nerf_synthetic,hotdog,3,0.5,0.02,1.000000,3.000000,37.57,0.000,0.000,99393,23.5
nerf_synthetic,hotdog,3,0.5,0.02,1.000000,0.500000,37.54,0.000,0.000,259082,61.3
nerf_synthetic,hotdog,3,0.5,0.02,1.000000,0.300000,37.23,0.000,0.000,297601,70.4
nerf_synthetic,hotdog,3,0.5,0.02,2.000000,1.000000,37.55,0.000,0.000,308816,73.0
nerf_synthetic,hotdog,3,0.5,0.02,2.000000,2.000000,37.63,0.000,0.000,218187,51.6
nerf_synthetic,hotdog,3,0.5,0.02,2.000000,3.000000,37.51,0.000,0.000,131218,31.0
nerf_synthetic,hotdog,3,0.5,0.02,2.000000,0.500000,37.29,0.000,0.000,396239,93.7
nerf_synthetic,hotdog,3,0.5,0.02,2.000000,0.300000,37.07,0.000,0.000,471636,111.5
nerf_synthetic,hotdog,3,0.5,0.02,3.000000,1.000000,37.36,0.000,0.000,358998,84.9
nerf_synthetic,hotdog,3,0.5,0.02,3.000000,2.000000,37.49,0.000,0.000,245020,58.0
nerf_synthetic,hotdog,3,0.5,0.02,3.000000,3.000000,37.35,0.000,0.000,141724,33.5
nerf_synthetic,hotdog,3,0.5,0.02,3.000000,0.500000,37.10,0.000,0.000,451601,106.8
nerf_synthetic,hotdog,3,0.5,0.02,3.000000,0.300000,36.94,0.000,0.000,532200,125.9
nerf_synthetic,hotdog,3,0.5,0.02,4.000000,1.000000,37.24,0.000,0.000,363276,85.9
nerf_synthetic,hotdog,3,0.5,0.02,4.000000,2.000000,37.29,0.000,0.000,241943,57.2
nerf_synthetic,hotdog,3,0.5,0.02,4.000000,3.000000,37.19,0.000,0.000,136720,32.3
nerf_synthetic,hotdog,3,0.5,0.02,4.000000,0.500000,37.00,0.000,0.000,454204,107.4
nerf_synthetic,hotdog,3,0.5,0.02,4.000000,0.300000,36.81,0.000,0.000,534530,126.4
nerf_synthetic,hotdog,3,0.5,0.02,0.500000,1.000000,37.78,0.000,0.000,134769,31.9
nerf_synthetic,hotdog,3,0.5,0.02,0.500000,2.000000,37.59,0.000,0.000,113952,27.0
nerf_synthetic,hotdog,3,0.5,0.02,0.500000,3.000000,37.37,0.000,0.000,83799,19.8
nerf_synthetic,hotdog,3,0.5,0.02,0.500000,0.500000,37.66,0.000,0.000,152806,36.1
nerf_synthetic,hotdog,3,0.5,0.02,0.500000,0.300000,37.32,0.000,0.000,162040,38.3
nerf_synthetic,hotdog,3,0.5,0.02,0.300000,1.000000,37.63,0.000,0.000,110693,26.2
nerf_synthetic,hotdog,3,0.5,0.02,0.300000,2.000000,37.34,0.000,0.000,96285,22.8
nerf_synthetic,hotdog,3,0.5,0.02,0.300000,3.000000,36.91,0.000,0.000,70572,16.7
nerf_synthetic,hotdog,3,0.5,0.02,0.300000,0.500000,37.39,0.000,0.000,108548,25.7
nerf_synthetic,hotdog,3,0.5,0.02,0.300000,0.300000,37.13,0.000,0.000,109024,25.8
nerf_synthetic,hotdog,3,0.5,0.007,1.000000,1.000000,37.74,0.000,0.000,198427,46.9
nerf_synthetic,hotdog,3,0.5,0.007,1.000000,2.000000,37.75,0.000,0.000,148875,35.2
nerf_synthetic,hotdog,3,0.5,0.007,1.000000,3.000000,37.60,0.000,0.000,102077,24.1
nerf_synthetic,hotdog,3,0.5,0.007,1.000000,0.500000,37.58,0.000,0.000,276502,65.4
nerf_synthetic,hotdog,3,0.5,0.007,1.000000,0.300000,37.27,0.000,0.000,333912,79.0
nerf_synthetic,hotdog,3,0.5,0.007,2.000000,1.000000,37.51,0.000,0.000,335647,79.4
nerf_synthetic,hotdog,3,0.5,0.007,2.000000,2.000000,37.62,0.000,0.000,240130,56.8
nerf_synthetic,hotdog,3,0.5,0.007,2.000000,3.000000,37.53,0.000,0.000,160148,37.9
nerf_synthetic,hotdog,3,0.5,0.007,2.000000,0.500000,37.30,0.000,0.000,449246,106.3
nerf_synthetic,hotdog,3,0.5,0.007,2.000000,0.300000,37.06,0.000,0.000,544486,128.8
nerf_synthetic,hotdog,3,0.5,0.007,3.000000,1.000000,37.47,0.000,0.000,403743,95.5
nerf_synthetic,hotdog,3,0.5,0.007,3.000000,2.000000,37.46,0.000,0.000,288257,68.2
nerf_synthetic,hotdog,3,0.5,0.007,3.000000,3.000000,37.42,0.000,0.000,194031,45.9
nerf_synthetic,hotdog,3,0.5,0.007,3.000000,0.500000,37.14,0.000,0.000,517717,122.4
nerf_synthetic,hotdog,3,0.5,0.007,3.000000,0.300000,36.94,0.000,0.000,604700,143.0
nerf_synthetic,hotdog,3,0.5,0.007,4.000000,1.000000,37.48,0.000,0.000,414218,98.0
nerf_synthetic,hotdog,3,0.5,0.007,4.000000,2.000000,37.43,0.000,0.000,289963,68.6
nerf_synthetic,hotdog,3,0.5,0.007,4.000000,3.000000,37.31,0.000,0.000,192568,45.5
nerf_synthetic,hotdog,3,0.5,0.007,4.000000,0.500000,37.00,0.000,0.000,516998,122.3
nerf_synthetic,hotdog,3,0.5,0.007,4.000000,0.300000,36.78,0.000,0.000,602924,142.6
nerf_synthetic,hotdog,3,0.5,0.007,0.500000,1.000000,37.81,0.000,0.000,130724,30.9
nerf_synthetic,hotdog,3,0.5,0.007,0.500000,2.000000,37.69,0.000,0.000,107083,25.3
nerf_synthetic,hotdog,3,0.5,0.007,0.500000,3.000000,37.48,0.000,0.000,78258,18.5
nerf_synthetic,hotdog,3,0.5,0.007,0.500000,0.500000,37.68,0.000,0.000,166081,39.3
nerf_synthetic,hotdog,3,0.5,0.007,0.500000,0.300000,37.40,0.000,0.000,187244,44.3
nerf_synthetic,hotdog,3,0.5,0.007,0.300000,1.000000,37.73,0.000,0.000,111333,26.3
nerf_synthetic,hotdog,3,0.5,0.007,0.300000,2.000000,37.54,0.000,0.000,100340,23.7
nerf_synthetic,hotdog,3,0.5,0.007,0.300000,3.000000,37.30,0.000,0.000,72951,17.3
nerf_synthetic,hotdog,3,0.5,0.007,0.300000,0.500000,37.58,0.000,0.000,118965,28.1
nerf_synthetic,hotdog,3,0.5,0.007,0.300000,0.300000,37.31,0.000,0.000,126539,29.9
nerf_synthetic,hotdog,3,0.5,0.005,1.000000,1.000000,37.71,0.000,0.000,204636,48.4
nerf_synthetic,hotdog,3,0.5,0.005,1.000000,2.000000,37.76,0.000,0.000,153478,36.3
nerf_synthetic,hotdog,3,0.5,0.005,1.000000,3.000000,37.61,0.000,0.000,106667,25.2
nerf_synthetic,hotdog,3,0.5,0.005,1.000000,0.500000,37.55,0.000,0.000,286781,67.8
nerf_synthetic,hotdog,3,0.5,0.005,1.000000,0.300000,37.29,0.000,0.000,350457,82.9
nerf_synthetic,hotdog,3,0.5,0.005,2.000000,1.000000,37.53,0.000,0.000,347349,82.2
nerf_synthetic,hotdog,3,0.5,0.005,2.000000,2.000000,37.67,0.000,0.000,252796,59.8
nerf_synthetic,hotdog,3,0.5,0.005,2.000000,3.000000,37.57,0.000,0.000,174069,41.2
nerf_synthetic,hotdog,3,0.5,0.005,2.000000,0.500000,37.30,0.000,0.000,467291,110.5
nerf_synthetic,hotdog,3,0.5,0.005,2.000000,0.300000,37.07,0.000,0.000,562300,133.0
nerf_synthetic,hotdog,3,0.5,0.005,3.000000,1.000000,37.70,0.000,0.000,410809,97.2
nerf_synthetic,hotdog,3,0.5,0.005,3.000000,2.000000,37.58,0.000,0.000,298628,70.6
nerf_synthetic,hotdog,3,0.5,0.005,3.000000,3.000000,37.44,0.000,0.000,205903,48.7
nerf_synthetic,hotdog,3,0.5,0.005,3.000000,0.500000,37.13,0.000,0.000,522665,123.6
nerf_synthetic,hotdog,3,0.5,0.005,3.000000,0.300000,36.92,0.000,0.000,619688,146.6
nerf_synthetic,hotdog,3,0.5,0.005,4.000000,1.000000,37.51,0.000,0.000,411512,97.3
nerf_synthetic,hotdog,3,0.5,0.005,4.000000,2.000000,37.53,0.000,0.000,294471,69.6
nerf_synthetic,hotdog,3,0.5,0.005,4.000000,3.000000,37.31,0.000,0.000,203679,48.2
nerf_synthetic,hotdog,3,0.5,0.005,4.000000,0.500000,37.44,0.000,0.000,516274,122.1
nerf_synthetic,hotdog,3,0.5,0.005,4.000000,0.300000,36.74,0.000,0.000,608637,144.0
nerf_synthetic,hotdog,3,0.5,0.005,0.500000,1.000000,37.80,0.000,0.000,133458,31.6
nerf_synthetic,hotdog,3,0.5,0.005,0.500000,2.000000,37.72,0.000,0.000,110048,26.0
nerf_synthetic,hotdog,3,0.5,0.005,0.500000,3.000000,37.46,0.000,0.000,80476,19.0
nerf_synthetic,hotdog,3,0.5,0.005,0.500000,0.500000,37.67,0.000,0.000,171239,40.5
nerf_synthetic,hotdog,3,0.5,0.005,0.500000,0.300000,37.34,0.000,0.000,195450,46.2
nerf_synthetic,hotdog,3,0.5,0.005,0.300000,1.000000,37.71,0.000,0.000,112567,26.6
nerf_synthetic,hotdog,3,0.5,0.005,0.300000,2.000000,37.64,0.000,0.000,99659,23.6
nerf_synthetic,hotdog,3,0.5,0.005,0.300000,3.000000,37.36,0.000,0.000,73276,17.3
nerf_synthetic,hotdog,3,0.5,0.005,0.300000,0.500000,37.62,0.000,0.000,125911,29.8
nerf_synthetic,hotdog,3,0.5,0.005,0.300000,0.300000,37.31,0.000,0.000,134520,31.8
nerf_synthetic,hotdog,3,0.5,0.0025,1.000000,1.000000,37.66,0.000,0.000,211711,50.1
nerf_synthetic,hotdog,3,0.5,0.0025,1.000000,2.000000,37.68,0.000,0.000,163723,38.7
nerf_synthetic,hotdog,3,0.5,0.0025,1.000000,3.000000,37.55,0.000,0.000,115382,27.3
nerf_synthetic,hotdog,3,0.5,0.0025,1.000000,0.500000,37.51,0.000,0.000,297848,70.4
nerf_synthetic,hotdog,3,0.5,0.0025,1.000000,0.300000,37.26,0.000,0.000,359754,85.1
nerf_synthetic,hotdog,3,0.5,0.0025,2.000000,1.000000,37.48,0.000,0.000,356783,84.4
nerf_synthetic,hotdog,3,0.5,0.0025,2.000000,2.000000,37.56,0.000,0.000,270146,63.9
nerf_synthetic,hotdog,3,0.5,0.0025,2.000000,3.000000,37.54,0.000,0.000,198809,47.0
nerf_synthetic,hotdog,3,0.5,0.0025,2.000000,0.500000,37.28,0.000,0.000,478285,113.1
nerf_synthetic,hotdog,3,0.5,0.0025,2.000000,0.300000,37.00,0.000,0.000,565153,133.7
nerf_synthetic,hotdog,3,0.5,0.0025,3.000000,1.000000,37.39,0.000,0.000,411509,97.3
nerf_synthetic,hotdog,3,0.5,0.0025,3.000000,2.000000,37.51,0.000,0.000,310674,73.5
nerf_synthetic,hotdog,3,0.5,0.0025,3.000000,3.000000,37.38,0.000,0.000,232971,55.1
nerf_synthetic,hotdog,3,0.5,0.0025,3.000000,0.500000,37.31,0.000,0.000,518116,122.5
nerf_synthetic,hotdog,3,0.5,0.0025,3.000000,0.300000,36.85,0.000,0.000,608804,144.0
nerf_synthetic,hotdog,3,0.5,0.0025,4.000000,1.000000,37.54,0.000,0.000,405365,95.9
nerf_synthetic,hotdog,3,0.5,0.0025,4.000000,2.000000,37.50,0.000,0.000,303906,71.9
nerf_synthetic,hotdog,3,0.5,0.0025,4.000000,3.000000,37.30,0.000,0.000,232011,54.9
nerf_synthetic,hotdog,3,0.5,0.0025,4.000000,0.500000,37.34,0.000,0.000,503173,119.0
nerf_synthetic,hotdog,3,0.5,0.0025,4.000000,0.300000,36.73,0.000,0.000,595257,140.8
nerf_synthetic,hotdog,3,0.5,0.0025,0.500000,1.000000,37.81,0.000,0.000,143267,33.9
nerf_synthetic,hotdog,3,0.5,0.0025,0.500000,2.000000,37.68,0.000,0.000,121715,28.8
nerf_synthetic,hotdog,3,0.5,0.0025,0.500000,3.000000,37.49,0.000,0.000,87668,20.7
nerf_synthetic,hotdog,3,0.5,0.0025,0.500000,0.500000,37.65,0.000,0.000,179211,42.4
nerf_synthetic,hotdog,3,0.5,0.0025,0.500000,0.300000,37.35,0.000,0.000,206484,48.8
nerf_synthetic,hotdog,3,0.5,0.0025,0.300000,1.000000,37.73,0.000,0.000,124307,29.4
nerf_synthetic,hotdog,3,0.5,0.0025,0.300000,2.000000,37.53,0.000,0.000,109559,25.9
nerf_synthetic,hotdog,3,0.5,0.0025,0.300000,3.000000,37.42,0.000,0.000,79282,18.8
nerf_synthetic,hotdog,3,0.5,0.0025,0.300000,0.500000,37.61,0.000,0.000,136135,32.2
nerf_synthetic,hotdog,3,0.5,0.0025,0.300000,0.300000,37.31,0.000,0.000,150591,35.6
nerf_synthetic,hotdog,3,0.2,0.01,1.000000,1.000000,37.68,0.000,0.000,146812,34.7
nerf_synthetic,hotdog,3,0.2,0.01,1.000000,2.000000,37.68,0.000,0.000,109397,25.9
nerf_synthetic,hotdog,3,0.2,0.01,1.000000,3.000000,37.46,0.000,0.000,70101,16.6
nerf_synthetic,hotdog,3,0.2,0.01,1.000000,0.500000,37.58,0.000,0.000,162922,38.5
nerf_synthetic,hotdog,3,0.2,0.01,1.000000,0.300000,37.27,0.000,0.000,162878,38.5
nerf_synthetic,hotdog,3,0.2,0.01,2.000000,1.000000,37.55,0.000,0.000,231156,54.7
nerf_synthetic,hotdog,3,0.2,0.01,2.000000,2.000000,37.59,0.000,0.000,168272,39.8
nerf_synthetic,hotdog,3,0.2,0.01,2.000000,3.000000,37.48,0.000,0.000,108972,25.8
nerf_synthetic,hotdog,3,0.2,0.01,2.000000,0.500000,37.38,0.000,0.000,260646,61.6
nerf_synthetic,hotdog,3,0.2,0.01,2.000000,0.300000,37.15,0.000,0.000,271791,64.3
nerf_synthetic,hotdog,3,0.2,0.01,3.000000,1.000000,37.43,0.000,0.000,272314,64.4
nerf_synthetic,hotdog,3,0.2,0.01,3.000000,2.000000,37.40,0.000,0.000,202012,47.8
nerf_synthetic,hotdog,3,0.2,0.01,3.000000,3.000000,37.29,0.000,0.000,131022,31.0
nerf_synthetic,hotdog,3,0.2,0.01,3.000000,0.500000,37.26,0.000,0.000,305403,72.2
nerf_synthetic,hotdog,3,0.2,0.01,3.000000,0.300000,37.07,0.000,0.000,318404,75.3
nerf_synthetic,hotdog,3,0.2,0.01,4.000000,1.000000,37.26,0.000,0.000,287742,68.1
nerf_synthetic,hotdog,3,0.2,0.01,4.000000,2.000000,37.24,0.000,0.000,210949,49.9
nerf_synthetic,hotdog,3,0.2,0.01,4.000000,3.000000,37.23,0.000,0.000,138562,32.8
nerf_synthetic,hotdog,3,0.2,0.01,4.000000,0.500000,37.16,0.000,0.000,325083,76.9
nerf_synthetic,hotdog,3,0.2,0.01,4.000000,0.300000,36.93,0.000,0.000,337726,79.9
nerf_synthetic,hotdog,3,0.2,0.01,0.500000,1.000000,37.71,0.000,0.000,107555,25.4
nerf_synthetic,hotdog,3,0.2,0.01,0.500000,2.000000,37.60,0.000,0.000,92339,21.8
nerf_synthetic,hotdog,3,0.2,0.01,0.500000,3.000000,37.26,0.000,0.000,62719,14.8
nerf_synthetic,hotdog,3,0.2,0.01,0.500000,0.500000,37.55,0.000,0.000,103983,24.6
nerf_synthetic,hotdog,3,0.2,0.01,0.500000,0.300000,37.20,0.000,0.000,99507,23.5
nerf_synthetic,hotdog,3,0.2,0.01,0.300000,1.000000,37.50,0.000,0.000,87217,20.6
nerf_synthetic,hotdog,3,0.2,0.01,0.300000,2.000000,37.04,0.000,0.000,76498,18.1
nerf_synthetic,hotdog,3,0.2,0.01,0.300000,3.000000,36.70,0.000,0.000,56389,13.3
nerf_synthetic,hotdog,3,0.2,0.01,0.300000,0.500000,37.38,0.000,0.000,77703,18.4
nerf_synthetic,hotdog,3,0.2,0.01,0.300000,0.300000,37.01,0.000,0.000,70173,16.6
nerf_synthetic,hotdog,3,0.2,0.015,1.000000,1.000000,37.69,0.000,0.000,149919,35.5
nerf_synthetic,hotdog,3,0.2,0.015,1.000000,2.000000,37.63,0.000,0.000,111014,26.3
nerf_synthetic,hotdog,3,0.2,0.015,1.000000,3.000000,37.50,0.000,0.000,70235,16.6
nerf_synthetic,hotdog,3,0.2,0.015,1.000000,0.500000,37.58,0.000,0.000,160027,37.8
nerf_synthetic,hotdog,3,0.2,0.015,1.000000,0.300000,37.24,0.000,0.000,160189,37.9
nerf_synthetic,hotdog,3,0.2,0.015,2.000000,1.000000,37.54,0.000,0.000,217107,51.3
nerf_synthetic,hotdog,3,0.2,0.015,2.000000,2.000000,37.56,0.000,0.000,159884,37.8
nerf_synthetic,hotdog,3,0.2,0.015,2.000000,3.000000,37.43,0.000,0.000,100300,23.7
nerf_synthetic,hotdog,3,0.2,0.015,2.000000,0.500000,37.37,0.000,0.000,243683,57.6
nerf_synthetic,hotdog,3,0.2,0.015,2.000000,0.300000,37.19,0.000,0.000,250018,59.1
nerf_synthetic,hotdog,3,0.2,0.015,3.000000,1.000000,37.38,0.000,0.000,252421,59.7
nerf_synthetic,hotdog,3,0.2,0.015,3.000000,2.000000,37.46,0.000,0.000,188232,44.5
nerf_synthetic,hotdog,3,0.2,0.015,3.000000,3.000000,37.29,0.000,0.000,116491,27.6
nerf_synthetic,hotdog,3,0.2,0.015,3.000000,0.500000,37.27,0.000,0.000,283198,67.0
nerf_synthetic,hotdog,3,0.2,0.015,3.000000,0.300000,37.06,0.000,0.000,294700,69.7
nerf_synthetic,hotdog,3,0.2,0.015,4.000000,1.000000,37.30,0.000,0.000,269789,63.8
nerf_synthetic,hotdog,3,0.2,0.015,4.000000,2.000000,37.24,0.000,0.000,196728,46.5
nerf_synthetic,hotdog,3,0.2,0.015,4.000000,3.000000,37.11,0.000,0.000,121593,28.8
nerf_synthetic,hotdog,3,0.2,0.015,4.000000,0.500000,37.12,0.000,0.000,300650,71.1
nerf_synthetic,hotdog,3,0.2,0.015,4.000000,0.300000,36.93,0.000,0.000,314165,74.3
nerf_synthetic,hotdog,3,0.2,0.015,0.500000,1.000000,37.64,0.000,0.000,105599,25.0
nerf_synthetic,hotdog,3,0.2,0.015,0.500000,2.000000,37.49,0.000,0.000,88789,21.0
nerf_synthetic,hotdog,3,0.2,0.015,0.500000,3.000000,37.18,0.000,0.000,63555,15.0
nerf_synthetic,hotdog,3,0.2,0.015,0.500000,0.500000,37.50,0.000,0.000,100780,23.8
nerf_synthetic,hotdog,3,0.2,0.015,0.500000,0.300000,37.18,0.000,0.000,94672,22.4
nerf_synthetic,hotdog,3,0.2,0.015,0.300000,1.000000,37.39,0.000,0.000,73998,17.5
nerf_synthetic,hotdog,3,0.2,0.015,0.300000,2.000000,36.95,0.000,0.000,64107,15.2
nerf_synthetic,hotdog,3,0.2,0.015,0.300000,3.000000,36.55,0.000,0.000,45763,10.8
